Operation Mode 1: Normal
File Name, Test Events, HLED Events, Forced Events, Avg Rounded Bias Voltage, Max Current
Merged_CoBo0_AsAd0_2025-09-24T11:37:56.029_0000.root, 41, 97, 0, 44.0, 5.8
Merged_CoBo0_AsAd0_2025-09-24T11:39:56.494_0000.root, 47, 97, 0, 44.0, 5.8
Merged_CoBo0_AsAd0_2025-09-24T11:41:56.493_0000.root, 36, 96, 0, 44.0, 5.8
Merged_CoBo0_AsAd0_2025-09-24T11:43:55.744_0000.root, 33, 97, 0, 44.0, 5.8
Merged_CoBo0_AsAd0_2025-09-24T11:45:56.134_0000.root, 28, 97, 0, 44.0, 5.8
Merged_CoBo0_AsAd0_2025-09-24T11:47:56.174_0000.root, 39, 97, 0, 44.0, 5.9
Merged_CoBo0_AsAd0_2025-09-24T11:49:56.494_0000.root, 36, 97, 0, 44.0, 5.9
Merged_CoBo0_AsAd0_2025-09-24T11:51:56.349_0000.root, 33, 97, 0, 44.0, 5.9
Merged_CoBo0_AsAd0_2025-09-24T11:53:55.555_0000.root, 37, 97, 0, 44.0, 5.9
Merged_CoBo0_AsAd0_2025-09-24T11:55:56.494_0000.root, 14, 45, 0, 44.0, 5.9
