Time(sec) RawTilt(deg) Offset(deg) Correctedtilt(deg)
122280 -9.77 2.14 -7.63
122400 -9.77 2.14 -7.63
122520 -9.8 2.17 -7.63
122640 -9.85 2.22 -7.63
122760 -9.88 2.25 -7.63
122880 -9.94 2.31 -7.63
123000 -9.94 2.31 -7.63
123120 -9.94 2.31 -7.63
123240 -9.94 2.31 -7.63
123360 -9.94 2.31 -7.63
123480 -9.94 2.31 -7.63
123600 -9.94 2.31 -7.63
123720 -9.94 2.31 -7.63
123840 -9.94 2.31 -7.63
123960 -9.8 2.17 -7.63
124080 -9.94 2.31 -7.63
124200 -10.1 2.47 -7.63
124320 -10.1 2.47 -7.63
124440 -10.1 2.47 -7.63
124560 -10.1 2.47 -7.63
124680 -10.1 2.47 -7.63
124800 -10.1 2.47 -7.63
124920 -10.3 2.67 -7.63
125040 -10.3 2.67 -7.63
125160 -10.1 2.47 -7.63
125280 -10.2 2.57 -7.63
125400 -10.1 2.47 -7.63
125520 -10.1 2.47 -7.63
125640 -10.1 2.47 -7.63
125760 -10.3 2.67 -7.63
125880 -10.3 2.67 -7.63
126000 -10.4 2.77 -7.63
126120 -10.4 2.77 -7.63
126240 -10.4 2.77 -7.63
126360 -10.4 2.77 -7.63
126480 -10.4 2.77 -7.63
126600 -10.4 2.77 -7.63
126720 -10.4 2.77 -7.63
126840 -10.4 2.77 -7.63
126960 -10.4 2.77 -7.63
127080 -10.5 2.87 -7.63
127200 -10.4 2.77 -7.63
127320 -10.4 2.77 -7.63
127440 -10.4 2.77 -7.63
127560 -10.4 2.77 -7.63
127680 -10.3 2.67 -7.63
127800 -10.4 2.77 -7.63
127920 -10.6 2.97 -7.63
128040 -10.4 2.77 -7.63
128160 -10.1 2.47 -7.63
128280 -10.3 2.67 -7.63
128400 -10.3 2.67 -7.63
128520 -10.3 2.67 -7.63
128640 -10.3 2.67 -7.63
128760 -10.1 2.47 -7.63
128880 -9.97 2.34 -7.63
129000 -9.94 2.31 -7.63
129120 -10.1 2.47 -7.63
129240 -10.1 2.47 -7.63
129360 -10.1 2.47 -7.63
129480 -9.94 2.31 -7.63
129600 -9.8 2.17 -7.63
129840 -9.74 2.11 -7.63
129960 -9.77 2.14 -7.63
130080 -9.85 2.22 -7.63
130200 -9.85 2.22 -7.63
130320 -9.77 2.14 -7.63
130440 -9.45 1.82 -7.63
130560 -9.45 1.82 -7.63
130680 -9.27 1.64 -7.63
130800 -9.27 1.64 -7.63
130920 -9.13 1.5 -7.63
131040 -8.63 1 -7.63
131160 -8.46 0.83 -7.63
131280 -7.96 0.33 -7.63
131400 -7.79 0.16 -7.63
131520 -7.64 0.01 -7.63
131640 -7.64 0.01 -7.63
131760 -7.79 0.16 -7.63
131880 -7.96 0.33 -7.63
132000 -7.47 -0.16 -7.63
132120 -7.79 0.16 -7.63
132240 -7.47 -0.16 -7.63
132360 -7.12 -0.51 -7.63
132480 -7.47 -0.16 -7.63
132600 -7.61 -0.02 -7.63
132720 -7.61 -0.02 -7.63
132840 -7.47 -0.16 -7.63
