timestamp latitude longitude altitude sunAzimuth sunElevation moonAzimuth moonElevation horizon azimuth
56385 -37.255 -168.01 33182 87.720 -28.439 68.454 45.010 -5.832 314.5
56429 -37.25 -167.995 33184 87.601 -28.281 68.281 45.153 -5.832 314.5
56515 -37.239 -167.967 33182 87.368 -27.973 67.944 45.434 -5.832 314.5
56578 -37.23 -167.947 33186 87.198 -27.748 67.696 45.638 -5.832 315
56621 -37.225 -167.932 33182 87.082 -27.594 67.524 45.779 -5.832 315
56688 -37.216 -167.911 33174 86.902 -27.355 67.258 45.995 -5.831 315
56756 -37.207 -167.888 33177 86.719 -27.111 66.985 46.216 -5.831 315
56822 -37.199 -167.866 33177 86.542 -26.874 66.717 46.430 -5.831 315
56883 -37.191 -167.844 33181 86.378 -26.654 66.467 46.628 -5.832 315
56928 -37.185 -167.829 33187 86.257 -26.493 66.283 46.774 -5.832 315
56992 -37.176 -167.807 33184 86.086 -26.263 66.019 46.981 -5.832 315
57013 -37.173 -167.8 33181 86.030 -26.188 65.933 47.049 -5.832 315
57372 -37.123 -167.674 33159 85.074 -24.896 64.417 48.205 -5.830 315
57415 -37.117 -167.659 33146 84.960 -24.741 64.232 48.342 -5.829 310.4
57479 -37.109 -167.637 33130 84.791 -24.511 63.954 48.546 -5.827 310.4
57544 -37.101 -167.615 33140 84.620 -24.278 63.670 48.752 -5.828 310.4
57611 -37.092 -167.591 33134 84.444 -24.036 63.375 48.966 -5.828 310.4
57678 -37.083 -167.568 33104 84.268 -23.796 63.079 49.178 -5.825 310.4
57700 -37.08 -167.56 33104 84.210 -23.716 62.981 49.248 -5.825 310.4
57788 -37.069 -167.529 33148 83.979 -23.400 62.585 49.526 -5.829 310.4
57850 -37.06 -167.507 33132 83.817 -23.176 62.306 49.722 -5.827 310.4
57917 -37.051 -167.483 33110 83.641 -22.935 62.001 49.933 -5.825 310.4
57983 -37.041 -167.46 33127 83.469 -22.698 61.699 50.140 -5.827 310.4
58028 -37.035 -167.444 33124 83.351 -22.536 61.492 50.281 -5.827 310.4
58094 -37.025 -167.421 33114 83.179 -22.298 61.187 50.488 -5.826 310.4
58158 -37.017 -167.398 33118 83.013 -22.068 60.887 50.687 -5.826 310.4
58224 -37.008 -167.376 33109 82.842 -21.832 60.577 50.892 -5.825 315.5
58289 -36.999 -167.353 33108 82.673 -21.598 60.269 51.094 -5.825 315.5
58353 -36.99 -167.329 33123 82.506 -21.366 59.962 51.293 -5.827 315.5
58397 -36.984 -167.314 33130 82.393 -21.209 59.751 51.428 -5.827 315.5
58464 -36.975 -167.29 33132 82.219 -20.968 59.426 51.635 -5.827 315.5
58528 -36.966 -167.267 33130 82.053 -20.737 59.114 51.831 -5.827 315.5
58591 -36.957 -167.245 33125 81.891 -20.511 58.805 52.024 -5.827 315.5
58655 -36.948 -167.222 33125 81.725 -20.281 58.488 52.220 -5.827 315.5
58700 -36.942 -167.206 33131 81.609 -20.119 58.263 52.357 -5.827 315.5
58767 -36.932 -167.182 33138 81.437 -19.878 57.927 52.561 -5.828 315.5
58835 -36.922 -167.158 33144 81.261 -19.634 57.584 52.767 -5.828 315.5
58898 -36.913 -167.136 33155 81.100 -19.408 57.264 52.957 -5.829 315.5
58962 -36.904 -167.113 33155 80.935 -19.178 56.935 53.150 -5.829 315.5
59007 -36.897 -167.097 33154 80.819 -19.016 56.703 53.286 -5.829 315.5
59071 -36.888 -167.075 33166 80.655 -18.787 56.371 53.477 -5.830 309.3
59136 -36.881 -167.059 33174 80.493 -18.559 56.036 53.664 -5.831 309.3
59201 -36.869 -167.029 33161 80.322 -18.320 55.687 53.864 -5.830 309.3
59266 -36.859 -167.007 33157 80.156 -18.088 55.342 54.056 -5.830 309.3
59331 -36.85 -166.985 33163 79.991 -17.855 54.994 54.247 -5.830 309.3
59375 -36.844 -166.971 33170 79.879 -17.699 54.758 54.375 -5.831 309.3
59440 -36.834 -166.948 33181 79.713 -17.466 54.405 54.566 -5.832 309.3
59506 -36.825 -166.926 33180 79.545 -17.230 54.043 54.757 -5.832 309.3
59573 -36.816 -166.902 33172 79.374 -16.990 53.671 54.952 -5.831 309.3
59636 -36.807 -166.881 33171 79.214 -16.766 53.321 55.133 -5.831 309.3
59678 -36.801 -166.867 33169 79.108 -16.616 53.086 55.254 -5.831 309.3
59744 -36.792 -166.845 33167 78.941 -16.381 52.714 55.442 -5.830 309.3
59809 -36.783 -166.822 33156 78.775 -16.148 52.342 55.628 -5.829 309.3
59853 -36.776 -166.808 33147 78.664 -15.992 52.092 55.752 -5.829 309.3
59941 -36.764 -166.778 33142 78.441 -15.678 51.583 56.001 -5.828 318.3
59985 -36.758 -166.763 33142 78.329 -15.522 51.326 56.124 -5.828 318.3
60052 -36.749 -166.74 33150 78.159 -15.283 50.931 56.312 -5.829 318.3
60116 -36.741 -166.718 33164 77.997 -15.055 50.550 56.490 -5.830 318.3
60180 -36.733 -166.695 33174 77.835 -14.826 50.165 56.667 -5.831 318.3
60246 -36.724 -166.672 33164 77.667 -14.591 49.766 56.849 -5.830 318.3
60291 -36.718 -166.656 33156 77.553 -14.431 49.491 56.973 -5.830 318.3
60357 -36.709 -166.633 33154 77.386 -14.196 49.086 57.153 -5.829 318.3
60423 -36.7 -166.61 33155 77.219 -13.961 48.677 57.333 -5.829 318.3
60488 -36.691 -166.588 33156 77.054 -13.730 48.272 57.508 -5.830 318.3
60555 -36.682 -166.564 33161 76.884 -13.491 47.849 57.688 -5.830 318.3
60599 -36.676 -166.548 33161 76.772 -13.334 47.569 57.806 -5.830 318.3
60665 -36.667 -166.526 33149 76.605 -13.100 47.148 57.981 -5.829 318.3
60730 -36.659 -166.503 33151 76.441 -12.869 46.727 58.152 -5.829 318.3
60794 -36.65 -166.48 33165 76.278 -12.642 46.310 58.321 -5.830 315.2
60861 -36.641 -166.457 33157 76.108 -12.404 45.870 58.495 -5.830 315.2
60905 -36.634 -166.442 33149 75.997 -12.248 45.581 58.609 -5.829 315.2
60971 -36.625 -166.419 33146 75.830 -12.014 45.141 58.779 -5.829 315.2
61035 -36.617 -166.396 33135 75.667 -11.787 44.709 58.943 -5.828 315.2
61101 -36.608 -166.373 33127 75.500 -11.553 44.261 59.111 -5.827 315.2
61167 -36.6 -166.349 33128 75.332 -11.319 43.806 59.277 -5.827 315.2
61209 -36.595 -166.334 33129 75.225 -11.170 43.515 59.382 -5.827 315.2
61275 -36.587 -166.311 33130 75.058 -10.937 43.056 59.545 -5.827 315.2
61340 -36.579 -166.288 33124 74.893 -10.707 42.598 59.705 -5.827 315.2
61405 -36.571 -166.266 33123 74.728 -10.478 42.139 59.863 -5.827 315.2
61448 -36.566 -166.25 33130 74.619 -10.326 41.830 59.967 -5.827 315.2
61514 -36.558 -166.227 33137 74.451 -10.093 41.355 60.126 -5.828 315.2
61579 -36.551 -166.204 33124 74.286 -9.864 40.882 60.280 -5.827 315.2
61644 -36.543 -166.182 33120 74.121 -9.635 40.407 60.433 -5.826 310.8
61712 -36.535 -166.158 33126 73.948 -9.396 39.904 60.592 -5.827 310.8
61758 -36.53 -166.142 33128 73.831 -9.234 39.561 60.698 -5.827 310.8
61821 -36.523 -166.119 33128 73.670 -9.012 39.087 60.843 -5.827 310.8
61884 -36.515 -166.097 33125 73.510 -8.791 38.611 60.987 -5.827 310.8
61949 -36.507 -166.075 33126 73.344 -8.563 38.116 61.133 -5.827 310.8
62016 -36.499 -166.051 33133 73.173 -8.327 37.600 61.282 -5.827 310.8
62082 -36.49 -166.028 33140 73.005 -8.096 37.089 61.428 -5.828 310.8
62128 -36.484 -166.012 33142 72.887 -7.934 36.730 61.529 -5.828 310.8
62194 -36.476 -165.989 33143 72.718 -7.703 36.210 61.672 -5.828 310.8
62258 -36.467 -165.966 33134 72.554 -7.478 35.702 61.810 -5.828 310.8
62323 -36.459 -165.943 33124 72.388 -7.251 35.181 61.947 -5.827 310.8
62388 -36.45 -165.92 33127 72.221 -7.023 34.657 62.084 -5.827 310.8
62453 -36.442 -165.897 33129 72.054 -6.796 34.127 62.218 -5.827 310.8
62499 -36.436 -165.882 33126 71.937 -6.636 33.752 62.311 -5.827 312.8
62561 -36.428 -165.859 33124 71.776 -6.418 33.238 62.437 -5.827 312.8
62624 -36.42 -165.838 33123 71.615 -6.199 32.716 62.562 -5.827 312.8
62689 -36.411 -165.815 33114 71.448 -5.972 32.171 62.691 -5.826 312.8
62755 -36.403 -165.792 33115 71.278 -5.742 31.613 62.818 -5.826 312.8
62802 -36.397 -165.776 33120 71.157 -5.579 31.214 62.908 -5.826 312.8
62870 -36.389 -165.753 33123 70.982 -5.343 30.632 63.035 -5.827 312.8
62933 -36.381 -165.731 33124 70.819 -5.125 30.088 63.152 -5.827 312.8
62996 -36.373 -165.709 33121 70.656 -4.906 29.540 63.267 -5.826 312.8
63062 -36.365 -165.687 33115 70.486 -4.678 28.962 63.385 -5.826 312.8
63127 -36.357 -165.665 33115 70.318 -4.453 28.389 63.499 -5.826 312.8
63172 -36.352 -165.649 33119 70.201 -4.297 27.988 63.577 -5.826 312.8
63234 -36.344 -165.628 33129 70.040 -4.083 27.434 63.683 -5.827 312.8
63300 -36.335 -165.605 33141 69.869 -3.854 26.840 63.795 -5.828 312.8
63345 -36.329 -165.59 33141 69.752 -3.699 26.433 63.869 -5.828 314.5
63431 -36.318 -165.56 33131 69.528 -3.402 25.648 64.009 -5.827 314.5
63475 -36.312 -165.544 33137 69.413 -3.250 25.242 64.080 -5.828 314.5
63540 -36.303 -165.522 33152 69.243 -3.026 24.642 64.181 -5.829 314.5
63604 -36.295 -165.499 33150 69.075 -2.805 24.044 64.279 -5.829 314.5
63670 -36.286 -165.476 33140 68.902 -2.578 23.426 64.379 -5.828 314.5
63736 -36.277 -165.452 33147 68.729 -2.350 22.801 64.476 -5.829 314.5
63781 -36.272 -165.436 33146 68.610 -2.195 22.372 64.539 -5.829 314.5
63824 -36.266 -165.42 33145 68.497 -2.047 21.960 64.601 -5.829 314.5
63889 -36.257 -165.397 33153 68.326 -1.823 21.336 64.691 -5.829 314.5
63978 -36.245 -165.365 33164 68.090 -1.517 20.475 64.810 -5.830 314.5
64044 -36.235 -165.341 33156 67.915 -1.290 19.831 64.897 -5.830 314.5
64088 -36.229 -165.325 33146 67.799 -1.139 19.400 64.953 -5.829 314.5
64153 -36.22 -165.301 33141 67.626 0.916 18.759 65.034 -5.828 314.5
64217 -36.21 -165.278 33140 67.456 0.696 18.126 65.112 -5.828 314.5
64282 -36.201 -165.254 33131 67.282 0.473 17.477 65.188 -5.827 314.5
64348 -36.191 -165.23 33107 67.106 0.247 16.816 65.263 -5.825 314.5
64392 -36.184 -165.214 33099 66.988 0.096 16.374 65.312 -5.825 314.5
64457 -36.173 -165.189 33119 66.813 0.128 15.715 65.384 -5.826 314.5
64521 -36.162 -165.166 33138 66.642 0.347 15.067 65.451 -5.828 314.5
64586 -36.151 -165.143 33105 66.468 0.569 14.406 65.517 -5.825 314.5
64759 -36.121 -165.08 33137 66.002 1.160 12.628 65.680 -5.828 314.5
64827 -36.109 -165.057 33114 65.819 1.391 11.927 65.739 -5.826 314.5
64892 -36.098 -165.035 33067 65.644 1.611 11.255 65.792 -5.822 314.5
64957 -36.087 -165.014 33096 65.469 1.830 10.582 65.843 -5.824 314.5
65022 -36.076 -164.992 33135 65.294 2.050 9.904 65.891 -5.828 314.5
65067 -36.068 -164.978 33132 65.173 2.201 9.437 65.923 -5.827 331.9
65132 -36.057 -164.956 33102 64.997 2.420 8.755 65.966 -5.825 331.9
65197 -36.046 -164.935 33106 64.821 2.638 8.074 66.006 -5.825 331.9
65264 -36.034 -164.913 33124 64.639 2.863 7.369 66.046 -5.827 331.9
65327 -36.024 -164.891 33118 64.467 3.075 6.700 66.079 -5.826 331.9
65391 -36.012 -164.87 33120 64.293 3.290 6.023 66.112 -5.826 331.9
65436 -36.004 -164.855 33124 64.170 3.441 5.546 66.134 -5.827 331.9
65499 -35.993 -164.833 33112 63.997 3.653 4.873 66.161 -5.826 331.9
65563 -35.982 -164.811 33102 63.821 3.867 4.189 66.186 -5.825 331.9
65608 -35.974 -164.797 33117 63.698 4.017 3.711 66.202 -5.826 331.9
65694 -35.959 -164.768 33136 63.461 4.304 2.791 66.228 -5.828 331.9
65738 -35.951 -164.754 33122 63.340 4.451 2.321 66.240 -5.827 331.9
65781 -35.943 -164.74 33108 63.222 4.594 1.861 66.251 -5.825 331.9
65867 -35.928 -164.712 33129 62.984 4.879 0.940 66.268 -5.827 331.9
65932 -35.917 -164.691 33137 62.804 5.095 0.244 66.277 -5.828 330.5
65997 -35.905 -164.671 33117 62.625 5.309 359.549 66.284 -5.826 330.5
66063 -35.893 -164.65 33123 62.441 5.527 358.842 66.288 -5.827 330.5
66107 -35.885 -164.636 33134 62.319 5.673 358.370 66.289 -5.828 330.5
66173 -35.873 -164.615 33133 62.135 5.890 357.663 66.289 -5.827 330.5
66239 -35.861 -164.595 33128 61.952 6.107 356.958 66.285 -5.827 330.5
66304 -35.849 -164.575 33142 61.770 6.321 356.263 66.279 -5.828 330.5
66369 -35.838 -164.554 33144 61.587 6.534 355.566 66.269 -5.828 330.5
66413 -35.83 -164.54 33127 61.464 6.678 355.095 66.261 -5.827 330.5
66478 -35.819 -164.519 33112 61.281 6.891 354.399 66.247 -5.826 330.5
66543 -35.808 -164.497 33148 61.096 7.104 353.702 66.229 -5.829 330.5
66606 -35.797 -164.477 33176 60.918 7.310 353.030 66.210 -5.831 330.5
66673 -35.785 -164.455 33134 60.727 7.529 352.314 66.186 -5.828 330.5
66737 -35.773 -164.434 33093 60.545 7.738 351.632 66.162 -5.824 328.1
66782 -35.765 -164.419 33113 60.417 7.885 351.153 66.142 -5.826 328.1
66847 -35.753 -164.398 33159 60.231 8.097 350.463 66.113 -5.830 328.1
66913 -35.741 -164.377 33145 60.042 8.311 349.765 66.080 -5.829 328.1
66977 -35.73 -164.356 33123 59.858 8.518 349.089 66.044 -5.827 328.1
67042 -35.718 -164.335 33145 59.671 8.729 348.404 66.006 -5.829 328.1
67086 -35.711 -164.321 33155 59.544 8.871 347.943 65.977 -5.829 328.1
67128 -35.704 -164.307 33139 59.422 9.006 347.502 65.949 -5.828 328.1
67219 -35.688 -164.278 33106 59.159 9.299 346.552 65.886 -5.825 328.1
67263 -35.681 -164.263 33140 59.031 9.441 346.093 65.852 -5.828 328.1
67330 -35.67 -164.241 33188 58.835 9.656 345.397 65.799 -5.832 328.1
67395 -35.659 -164.219 33136 58.645 9.865 344.723 65.745 -5.828 328.1
67459 -35.649 -164.198 33078 58.457 10.069 344.065 65.688 -5.823 328.1
67524 -35.639 -164.177 33151 58.266 10.277 343.399 65.628 -5.829 328.1
67591 -35.629 -164.155 33204 58.068 10.490 342.716 65.563 -5.834 328.1
67656 -35.618 -164.134 33142 57.876 10.696 342.056 65.499 -5.828 324.4
67699 -35.612 -164.119 33100 57.748 10.833 341.619 65.453 -5.825 324.4
67765 -35.601 -164.098 33134 57.552 11.042 340.955 65.383 -5.828 324.4
67830 -35.59 -164.077 33185 57.359 11.248 340.304 65.312 -5.832 324.4
67895 -35.58 -164.056 33176 57.165 11.453 339.657 65.237 -5.831 324.4
67962 -35.569 -164.035 33162 56.965 11.664 338.994 65.158 -5.830 324.4
68005 -35.562 -164.021 33164 56.836 11.799 338.570 65.106 -5.830 324.4
68069 -35.553 -164 33162 56.643 12.000 337.942 65.025 -5.830 324.4
68132 -35.543 -163.98 33162 56.453 12.197 337.328 64.944 -5.830 324.4
68197 -35.534 -163.958 33176 56.256 12.400 336.696 64.856 -5.831 324.4
68263 -35.524 -163.937 33173 56.056 12.606 336.061 64.766 -5.831 324.4
68307 -35.518 -163.922 33159 55.921 12.743 335.638 64.704 -5.830 324.4
68375 -35.508 -163.9 33158 55.714 12.954 334.991 64.606 -5.830 324.4
68440 -35.498 -163.879 33182 55.515 13.155 334.375 64.511 -5.832 324.4
68504 -35.488 -163.858 33173 55.319 13.354 333.772 64.415 -5.831 324.3
68569 -35.477 -163.837 33141 55.119 13.555 333.164 64.317 -5.828 324.3
68634 -35.467 -163.815 33153 54.917 13.756 332.559 64.214 -5.829 324.3
68678 -35.461 -163.801 33174 54.781 13.891 332.154 64.144 -5.831 324.3
68745 -35.45 -163.779 33175 54.573 14.097 331.538 64.035 -5.831 324.3
68811 -35.44 -163.759 33148 54.369 14.298 330.941 63.926 -5.829 324.3
68874 -35.43 -163.738 33148 54.172 14.492 330.370 63.819 -5.829 324.3
68938 -35.42 -163.717 33161 53.971 14.687 329.795 63.709 -5.830 324.3
68981 -35.413 -163.704 33162 53.837 14.818 329.413 63.634 -5.830 324.3
69047 -35.403 -163.683 33149 53.629 15.018 328.829 63.517 -5.829 324.3
69111 -35.393 -163.663 33138 53.428 15.212 328.268 63.402 -5.828 324.3
69176 -35.384 -163.642 33149 53.222 15.408 327.702 63.281 -5.829 324.3
69242 -35.374 -163.62 33159 53.012 15.607 327.130 63.157 -5.830 324.3
69307 -35.365 -163.599 33143 52.804 15.803 326.573 63.033 -5.828 324.3
69351 -35.359 -163.585 33131 52.664 15.934 326.199 62.947 -5.827 319.3
69417 -35.349 -163.565 33142 52.453 16.131 325.643 62.819 -5.828 319.3
69482 -35.34 -163.544 33167 52.244 16.325 325.098 62.689 -5.830 319.3
69547 -35.33 -163.523 33158 52.034 16.519 324.557 62.559 -5.830 319.3
69612 -35.321 -163.503 33143 51.824 16.711 324.023 62.426 -5.828 319.3
69655 -35.315 -163.49 33146 51.685 16.838 323.672 62.337 -5.829 319.3
69723 -35.305 -163.468 33164 51.464 17.039 323.119 62.195 -5.830 319.3
69790 -35.294 -163.446 33167 51.245 17.238 322.577 62.054 -5.830 319.3
69858 -35.284 -163.425 33160 51.023 17.437 322.035 61.908 -5.830 319.3
69904 -35.277 -163.41 33163 50.872 17.573 321.670 61.809 -5.830 319.3
69946 -35.27 -163.397 33170 50.734 17.696 321.338 61.718 -5.831 319.3
70031 -35.256 -163.369 33161 50.453 17.946 320.671 61.530 -5.830 319.3
70096 -35.245 -163.349 33158 50.238 18.136 320.168 61.386 -5.830 319.3
70163 -35.235 -163.328 33171 50.016 18.330 319.654 61.235 -5.831 319.3
70208 -35.227 -163.313 33172 49.865 18.462 319.309 61.132 -5.831 317
70272 -35.216 -163.293 33168 49.652 18.647 318.825 60.986 -5.831 317
70336 -35.205 -163.273 33173 49.438 18.833 318.344 60.838 -5.831 317
70401 -35.194 -163.252 33160 49.219 19.021 317.860 60.686 -5.830 317
70465 -35.183 -163.231 33142 49.003 19.205 317.386 60.535 -5.828 317
70531 -35.172 -163.211 33176 48.780 19.394 316.905 60.378 -5.831 317
70577 -35.165 -163.197 33197 48.624 19.525 316.573 60.267 -5.833 317
70644 -35.155 -163.177 33167 48.396 19.715 316.095 60.104 -5.830 317
70712 -35.145 -163.156 33130 48.164 19.907 315.612 59.937 -5.827 317
70756 -35.138 -163.142 33155 48.013 20.032 315.301 59.829 -5.829 317
70822 -35.129 -163.123 33205 47.787 20.216 314.843 59.664 -5.834 317
70886 -35.119 -163.103 33172 47.567 20.396 314.399 59.504 -5.831 317
70952 -35.11 -163.083 33121 47.338 20.580 313.948 59.336 -5.826 317
71017 -35.1 -163.064 33160 47.113 20.760 313.507 59.171 -5.830 317
71084 -35.091 -163.044 33186 46.880 20.945 313.058 58.998 -5.832 315.8
71127 -35.085 -163.032 33180 46.731 21.063 312.773 58.887 -5.832 315.8
71190 -35.076 -163.013 33156 46.510 21.237 312.356 58.723 -5.830 315.8
71257 -35.066 -162.993 33143 46.275 21.421 311.916 58.548 -5.828 315.8
71300 -35.06 -162.98 33161 46.123 21.538 311.636 58.434 -5.830 315.8
71387 -35.048 -162.955 33219 45.817 21.775 311.077 58.203 -5.835 315.8
71431 -35.041 -162.942 33210 45.661 21.895 310.795 58.086 -5.834 315.8
71498 -35.032 -162.922 33155 45.422 22.076 310.372 57.906 -5.829 315.8
71563 -35.022 -162.903 33146 45.191 22.251 309.963 57.730 -5.829 315.8
71626 -35.012 -162.883 33209 44.964 22.422 309.568 57.559 -5.834 315.8
71692 -35.003 -162.863 33226 44.726 22.598 309.161 57.377 -5.836 315.8
71757 -34.993 -162.843 33160 44.492 22.773 308.762 57.198 -5.830 315.8
71799 -34.986 -162.83 33129 44.339 22.886 308.505 57.082 -5.827 315.8
71864 -34.977 -162.81 33168 44.103 23.058 308.113 56.900 -5.831 315.8
71929 -34.967 -162.79 33222 43.866 23.231 307.723 56.718 -5.835 315.8
71994 -34.957 -162.77 33202 43.628 23.402 307.337 56.535 -5.834 309.2
72059 -34.947 -162.749 33168 43.388 23.574 306.953 56.350 -5.831 309.2
72103 -34.94 -162.736 33171 43.226 23.690 306.696 56.226 -5.831 309.2
72170 -34.93 -162.715 33200 42.978 23.865 306.307 56.034 -5.833 309.2
72234 -34.921 -162.695 33211 42.740 24.031 305.940 55.849 -5.834 309.2
72299 -34.911 -162.675 33194 42.498 24.200 305.570 55.662 -5.833 309.2
72365 -34.901 -162.654 33172 42.251 24.371 305.196 55.469 -5.831 309.2
72430 -34.891 -162.634 33188 42.007 24.538 304.832 55.280 -5.832 309.2
72474 -34.884 -162.621 33215 41.842 24.651 304.588 55.152 -5.835 309.2
72540 -34.874 -162.6 33213 41.592 24.820 304.223 54.957 -5.835 309.2
72603 -34.865 -162.58 33164 41.352 24.980 303.879 54.770 -5.830 309.2
72667 -34.855 -162.56 33178 41.109 25.142 303.531 54.580 -5.831 309.2
72732 -34.845 -162.54 33236 40.861 25.306 303.182 54.387 -5.837 309.2
72777 -34.838 -162.526 33236 40.688 25.419 302.942 54.252 -5.837 309.2
72842 -34.828 -162.506 33175 40.438 25.582 302.597 54.057 -5.831 308.3
73827 -34.675 -162.205 33233 36.543 27.953 297.720 51.012 -5.836 306.3
73894 -34.665 -162.185 33212 36.271 28.106 297.411 50.800 -5.834 305.8
73959 -34.654 -162.166 33202 36.006 28.256 297.113 50.594 -5.834 305.6
74000 -34.648 -162.153 33222 35.838 28.349 296.925 50.462 -5.835 305.6
74045 -34.64 -162.14 33242 35.654 28.452 296.721 50.319 -5.837 305.4
74131 -34.626 -162.114 33202 35.299 28.647 296.333 50.044 -5.834 304.8
74198 -34.615 -162.094 33176 35.023 28.797 296.034 49.829 -5.831 304.8
74264 -34.604 -162.074 33221 34.748 28.945 295.741 49.616 -5.835 304.2
74305 -34.598 -162.062 33239 34.578 29.036 295.562 49.483 -5.837 304.2
74371 -34.587 -162.043 33224 34.303 29.181 295.274 49.271 -5.836 303.9
74437 -34.576 -162.023 33200 34.027 29.327 294.987 49.056 -5.833 303.6
74504 -34.565 -162.004 33208 33.746 29.472 294.699 48.839 -5.834 303.3
74571 -34.554 -161.984 33224 33.463 29.618 294.413 48.621 -5.836 303
74617 -34.547 -161.972 33226 33.270 29.716 294.220 48.472 -5.836 302.9
74679 -34.536 -161.954 33209 33.008 29.849 293.958 48.270 -5.834 302.9
74743 -34.526 -161.936 33200 32.736 29.985 293.692 48.060 -5.833 302.9
74809 -34.515 -161.917 33228 32.454 30.124 293.418 47.844 -5.836 302.8
74876 -34.505 -161.898 33238 32.168 30.264 293.143 47.623 -5.837 302.8
74940 -34.494 -161.88 33216 31.893 30.398 292.882 47.413 -5.835 302.7
74983 -34.487 -161.868 33211 31.709 30.487 292.708 47.271 -5.834 302.7
75025 -34.48 -161.856 33220 31.527 30.573 292.538 47.133 -5.835 302.7
75091 -34.469 -161.836 33222 31.241 30.709 292.272 46.913 -5.835 302.3
75179 -34.454 -161.811 33210 30.859 30.888 291.921 46.622 -5.834 302.1
75246 -34.443 -161.792 33245 30.566 31.023 291.656 46.399 -5.837 302.1
75290 -34.436 -161.779 33248 30.373 31.111 291.483 46.252 -5.838 302.1
75354 -34.426 -161.761 33196 30.093 31.238 291.234 46.038 -5.833 300.9
75418 -34.416 -161.742 33182 29.810 31.364 290.986 45.823 -5.832 300.9
75483 -34.405 -161.723 33246 29.522 31.492 290.735 45.605 -5.837 300.6
75550 -34.395 -161.703 33257 29.224 31.621 290.479 45.379 -5.838 300.3
75595 -34.388 -161.69 33219 29.024 31.708 290.308 45.228 -5.835 300
75659 -34.377 -161.671 33186 28.738 31.831 290.066 45.012 -5.832 299.7
75724 -34.367 -161.652 33238 28.446 31.954 289.822 44.792 -5.837 299.5
75789 -34.357 -161.632 33256 28.153 32.077 289.579 44.571 -5.838 299.2
75853 -34.346 -161.613 33215 27.864 32.197 289.341 44.354 -5.835 298.9
75918 -34.336 -161.593 33210 27.569 32.318 289.101 44.132 -5.834 298.7
75941 -34.333 -161.586 33228 27.464 32.359 289.017 44.053 -5.836 298.7
76029 -34.32 -161.56 33270 27.063 32.519 288.697 43.753 -5.840 298.1
76050 -34.317 -161.553 33255 26.966 32.557 288.621 43.680 -5.838 297.8
76157 -34.301 -161.52 33214 26.474 32.749 288.235 43.313 -5.835 297.6
76223 -34.291 -161.5 33276 26.170 32.866 287.999 43.086 -5.840 297.3
76269 -34.284 -161.486 33271 25.957 32.947 287.836 42.928 -5.840 297
76312 -34.278 -161.473 33226 25.758 33.021 287.684 42.780 -5.836 296.7
76356 -34.271 -161.459 33181 25.553 33.098 287.528 42.627 -5.832 296.3
76470 -34.255 -161.424 33241 25.021 33.292 287.130 42.233 -5.837 295.7
76513 -34.248 -161.411 33256 24.820 33.366 286.981 42.084 -5.838 295.7
76576 -34.239 -161.392 33227 24.524 33.471 286.764 41.866 -5.836 295.4
76641 -34.23 -161.371 33167 24.217 33.578 286.541 41.640 -5.830 294.5
76709 -34.22 -161.351 33203 23.897 33.689 286.309 41.404 -5.834 293.4
76773 -34.211 -161.331 33249 23.593 33.793 286.092 41.181 -5.838 292.7
76793 -34.208 -161.325 33248 23.498 33.825 286.025 41.111 -5.838 292.7
77136 -34.16 -161.219 33232 21.854 34.358 284.887 39.910 -5.836 291
77157 -34.157 -161.212 33232 21.752 34.390 284.818 39.836 -5.836 291
77263 -34.142 -161.179 33253 21.239 34.548 284.473 39.463 -5.838 290.3
77309 -34.136 -161.165 33241 21.015 34.614 284.326 39.301 -5.837 290.3
77372 -34.127 -161.145 33221 20.708 34.706 284.123 39.079 -5.835 290.1
77437 -34.117 -161.125 33229 20.390 34.800 283.914 38.850 -5.836 289.4
77502 -34.108 -161.106 33236 20.073 34.891 283.709 38.621 -5.836 289.2
77567 -34.098 -161.086 33228 19.754 34.982 283.503 38.392 -5.836 288.9
77612 -34.092 -161.073 33231 19.534 35.044 283.362 38.233 -5.836 288.5
77681 -34.082 -161.052 33245 19.194 35.137 283.146 37.989 -5.837 288.3
77749 -34.072 -161.031 33240 18.857 35.229 282.934 37.748 -5.837 288.3
77815 -34.063 -161.011 33240 18.530 35.316 282.730 37.514 -5.837 288
77857 -34.057 -160.998 33247 18.322 35.370 282.601 37.365 -5.837 287.5
77923 -34.047 -160.977 33245 17.992 35.456 282.397 37.130 -5.837 287.5
77986 -34.039 -160.958 33245 17.678 35.535 282.206 36.906 -5.837 287.9
78053 -34.029 -160.938 33269 17.344 35.619 282.002 36.669 -5.839 287.9
78119 -34.02 -160.918 33257 17.013 35.700 281.803 36.434 -5.838 287.4
78182 -34.011 -160.898 33232 16.695 35.776 281.613 36.208 -5.836 287.4
78245 -34.002 -160.88 33259 16.379 35.851 281.425 35.985 -5.839 287
78290 -33.996 -160.866 33274 16.152 35.903 281.291 35.824 -5.840 286.8
78357 -33.986 -160.845 33239 15.812 35.981 281.091 35.584 -5.837 286.4
78424 -33.977 -160.824 33220 15.472 36.057 280.893 35.344 -5.835 286.2
78445 -33.974 -160.818 33227 15.366 36.080 280.832 35.269 -5.836 286.2
78535 -33.961 -160.791 33250 14.909 36.179 280.568 34.948 -5.838 285.5
