timestamp latitude longitude altitude sunAzimuth sunElevation moonAzimuth moonElevation horizon azimuth
78600 -33.951 -160.771 33201 14.577 36.250 280.378 34.715 -5.833 285.2
78664 -33.942 -160.753 33191 14.252 36.318 280.193 34.487 -5.833 285
78730 -33.933 -160.734 33225 13.915 36.386 280.003 34.251 -5.836 284.6
78796 -33.923 -160.715 33222 13.578 36.453 279.814 34.015 -5.835 284.3
78839 -33.917 -160.702 33195 13.357 36.496 279.690 33.860 -5.833 284
78903 -33.908 -160.684 33175 13.030 36.558 279.509 33.631 -5.831 283.7
78971 -33.899 -160.665 33213 12.681 36.623 279.317 33.388 -5.835 283.4
79039 -33.889 -160.646 33228 12.331 36.687 279.125 33.145 -5.836 283.1
79083 -33.883 -160.633 33209 12.104 36.727 279.002 32.987 -5.834 282.8
79149 -33.873 -160.615 33183 11.764 36.787 278.817 32.751 -5.832 282.5
79214 -33.864 -160.596 33205 11.428 36.844 278.636 32.517 -5.834 282.2
79279 -33.855 -160.578 33226 11.092 36.899 278.456 32.284 -5.836 281.9
79345 -33.846 -160.559 33206 10.749 36.954 278.274 32.046 -5.834 281.6
79714 -33.795 -160.455 33202 8.825 37.235 277.270 30.718 -5.834 279.4
79757 -33.789 -160.443 33190 8.600 37.265 277.155 30.563 -5.833 279.4
79821 -33.781 -160.425 33190 8.265 37.308 276.984 30.332 -5.832 279.1
79887 -33.772 -160.406 33223 7.918 37.351 276.808 30.094 -5.835 278.9
79951 -33.763 -160.388 33231 7.581 37.391 276.637 29.863 -5.836 278.3
80016 -33.754 -160.37 33202 7.239 37.431 276.465 29.628 -5.834 278
80061 -33.747 -160.358 33186 7.003 37.458 276.346 29.466 -5.832 278
80127 -33.737 -160.339 33205 6.655 37.497 276.172 29.227 -5.834 277.9
80193 -33.727 -160.32 33226 6.306 37.535 275.998 28.988 -5.836 277.3
80259 -33.717 -160.301 33219 5.956 37.571 275.825 28.749 -5.835 276.9
80323 -33.707 -160.283 33196 5.618 37.604 275.657 28.518 -5.833 276.5
80367 -33.7 -160.271 33192 5.385 37.627 275.543 28.359 -5.833 276.5
80435 -33.69 -160.251 33228 5.024 37.659 275.366 28.112 -5.836 276
80500 -33.68 -160.233 33231 4.679 37.689 275.198 27.876 -5.836 275.7
80564 -33.671 -160.215 33188 4.339 37.717 275.033 27.644 -5.832 275.4
80630 -33.661 -160.197 33193 3.989 37.744 274.864 27.405 -5.833 275.2
80672 -33.655 -160.185 33217 3.766 37.761 274.756 27.253 -5.835 274.8
80739 -33.645 -160.166 33218 3.409 37.786 274.585 27.010 -5.835 274.2
80995 -33.608 -160.094 33194 2.044 37.867 273.937 26.080 -5.833 271.3
81041 -33.602 -160.082 33194 1.800 37.879 273.822 25.913 -5.833 271
81107 -33.592 -160.063 33180 1.447 37.896 273.656 25.673 -5.832 270.8
81172 -33.583 -160.046 33165 1.101 37.910 273.495 25.437 -5.830 270.4
81237 -33.573 -160.029 33176 0.755 37.923 273.333 25.202 -5.831 270
81304 -33.564 -160.011 33175 0.398 37.935 273.167 24.959 -5.831 269.7
81345 -33.558 -159.999 33163 0.178 37.941 273.065 24.809 -5.830 269.3
81412 -33.549 -159.982 33164 359.822 37.950 272.901 24.566 -5.830 269
81477 -33.54 -159.964 33187 359.475 37.958 272.741 24.330 -5.832 268.7
81544 -33.531 -159.947 33178 359.118 37.963 272.577 24.087 -5.831 268.3
81611 -33.521 -159.929 33158 358.761 37.969 272.413 23.843 -5.830 268
81653 -33.516 -159.918 33180 358.537 37.970 272.311 23.691 -5.832 268
81718 -33.507 -159.9 33188 358.189 37.972 272.153 23.454 -5.832 267.7
81783 -33.498 -159.883 33165 357.843 37.972 271.995 23.218 -5.830 267.5
81849 -33.489 -159.865 33156 357.490 37.971 271.836 22.978 -5.830 267.5
81917 -33.48 -159.847 33156 357.128 37.968 271.672 22.730 -5.830 266.4
81963 -33.474 -159.835 33174 356.883 37.965 271.561 22.563 -5.831 266.4
82024 -33.466 -159.819 33154 356.558 37.960 271.415 22.342 -5.829 266.1
82089 -33.458 -159.802 33159 356.212 37.953 271.260 22.105 -5.830 265.8
82154 -33.45 -159.784 33179 355.865 37.944 271.104 21.868 -5.832 265.4
82220 -33.442 -159.766 33174 355.513 37.933 270.947 21.627 -5.831 265
82285 -33.434 -159.749 33163 355.167 37.921 270.793 21.391 -5.830 264.9
82327 -33.429 -159.738 33164 354.944 37.913 270.693 21.238 -5.830 264.3
82392 -33.421 -159.72 33177 354.597 37.899 270.539 21.001 -5.831 262.8
82456 -33.413 -159.703 33177 354.257 37.884 270.388 20.768 -5.831 263.4
82523 -33.405 -159.684 33176 353.900 37.866 270.230 20.523 -5.831 261.9
82589 -33.398 -159.666 33179 353.549 37.846 270.075 20.282 -5.832 262.6
82633 -33.392 -159.654 33189 353.315 37.833 269.971 20.121 -5.832 262.6
82697 -33.385 -159.637 33184 352.976 37.811 269.821 19.888 -5.832 262
82761 -33.377 -159.619 33182 352.635 37.789 269.671 19.654 -5.832 261.4
82827 -33.369 -159.601 33182 352.286 37.765 269.517 19.413 -5.832 261.4
82894 -33.361 -159.582 33175 351.930 37.739 269.360 19.168 -5.831 261.1
82940 -33.356 -159.57 33164 351.687 37.719 269.254 19.000 -5.830 259.3
83005 -33.349 -159.552 33169 351.343 37.690 269.103 18.763 -5.831 259.3
83069 -33.342 -159.534 33180 351.004 37.661 268.954 18.529 -5.832 259
83135 -33.335 -159.516 33180 350.656 37.628 268.801 18.288 -5.832 259.6
83200 -33.328 -159.498 33189 350.313 37.595 268.651 18.050 -5.832 259.2
83244 -33.324 -159.486 33188 350.081 37.571 268.550 17.889 -5.832 259.2
83311 -33.317 -159.469 33195 349.730 37.534 268.396 17.646 -5.833 258.6
83378 -33.311 -159.451 33195 349.379 37.495 268.243 17.401 -5.833 258.2
83441 -33.305 -159.434 33187 349.049 37.457 268.098 17.172 -5.832 257.8
83506 -33.299 -159.416 33183 348.708 37.416 267.950 16.934 -5.832 257.6
83551 -33.294 -159.404 33184 348.473 37.388 267.847 16.770 -5.832 257.4
83617 -33.288 -159.387 33188 348.129 37.344 267.696 16.530 -5.832 257.4
83683 -33.282 -159.369 33188 347.785 37.299 267.546 16.289 -5.832 256.6
83750 -33.276 -159.351 33164 347.436 37.251 267.394 16.044 -5.830 256.6
83815 -33.269 -159.334 33164 347.098 37.205 267.246 15.808 -5.830 256
83858 -33.265 -159.322 33159 346.875 37.173 267.148 15.650 -5.830 255.6
83922 -33.259 -159.304 33154 346.542 37.124 267.003 15.416 -5.829 255.6
83987 -33.253 -159.286 33154 346.205 37.072 266.855 15.179 -5.829 255.1
84053 -33.246 -159.269 33156 345.865 37.020 266.706 14.939 -5.830 254.7
84119 -33.239 -159.251 33145 345.524 36.966 266.556 14.698 -5.829 254.4
84164 -33.235 -159.239 33130 345.293 36.928 266.455 14.534 -5.827 254
84229 -33.228 -159.221 33147 344.958 36.872 266.308 14.296 -5.829 253.4
84295 -33.221 -159.203 33171 344.619 36.815 266.159 14.055 -5.831 253.2
84359 -33.215 -159.187 33169 344.292 36.757 266.015 13.823 -5.831 252.9
84425 -33.208 -159.17 33156 343.956 36.696 265.867 13.583 -5.830 252.6
84470 -33.204 -159.158 33163 343.726 36.654 265.766 13.419 -5.830 252.1
84534 -33.197 -159.142 33195 343.401 36.593 265.623 13.187 -5.833 251.7
84599 -33.191 -159.126 33202 343.073 36.530 265.477 12.951 -5.834 251.5
84666 -33.185 -159.109 33185 342.734 36.462 265.328 12.708 -5.832 251.2
84733 -33.18 -159.093 33178 342.397 36.393 265.179 12.466 -5.831 250.8
84777 -33.176 -159.081 33192 342.175 36.347 265.080 12.305 -5.833 250.4
84841 -33.17 -159.066 33204 341.855 36.280 264.938 12.074 -5.834 250.2
84906 -33.165 -159.05 33195 341.530 36.209 264.794 11.839 -5.833 249.8
84970 -33.159 -159.034 33195 341.210 36.139 264.652 11.607 -5.833 249.3
85036 -33.154 -159.018 33208 340.881 36.064 264.505 11.368 -5.834 249
85080 -33.15 -159.007 33214 340.662 36.014 264.407 11.209 -5.835 248.7
85147 -33.143 -158.991 33214 340.330 35.938 264.259 10.967 -5.835 248.3
85210 -33.137 -158.975 33197 340.018 35.864 264.119 10.738 -5.833 248
85274 -33.132 -158.959 33200 339.702 35.788 263.977 10.506 -5.833 247.8
85340 -33.126 -158.943 33187 339.377 35.708 263.831 10.268 -5.832 250
85406 -33.119 -158.926 33179 339.051 35.627 263.684 10.028 -5.832 250
85450 -33.116 -158.915 33182 338.836 35.572 263.586 9.869 -5.832 249.5
85514 -33.11 -158.899 33185 338.522 35.491 263.445 9.638 -5.832 249.1
85580 -33.104 -158.883 33173 338.201 35.406 263.299 9.399 -5.831 248.9
85645 -33.098 -158.867 33173 337.884 35.322 263.155 9.164 -5.831 248.6
85710 -33.093 -158.85 33189 337.568 35.235 263.010 8.929 -5.832 248.3
85752 -33.089 -158.84 33209 337.365 35.179 262.918 8.777 -5.834 248.3
85818 -33.084 -158.824 33208 337.047 35.089 262.772 8.539 -5.834 247.9
85882 -33.078 -158.808 33207 336.738 35.002 262.630 8.308 -5.834 247.8
85948 -33.072 -158.792 33217 336.421 34.910 262.484 8.070 -5.835 247.1
86012 -33.066 -158.776 33220 336.114 34.820 262.343 7.838 -5.835 245.9
86076 -33.06 -158.76 33215 335.808 34.729 262.201 7.607 -5.835 245.9
86121 -33.057 -158.749 33218 335.594 34.663 262.102 7.445 -5.835 245.3
86186 -33.051 -158.733 33227 335.285 34.568 261.958 7.211 -5.836 245.3
86251 -33.044 -158.717 33223 334.977 34.473 261.814 6.976 -5.835 244.4
86316 -33.037 -158.7 33209 334.668 34.377 261.669 6.741 -5.834 244.2
86381 -33.03 -158.684 33198 334.361 34.279 261.525 6.507 -5.833 243.9
86445 -33.024 -158.668 33222 334.060 34.182 261.384 6.276 -5.835 243.9
86490 -33.019 -158.657 33218 333.849 34.113 261.284 6.114 -5.835 243.4
86554 -33.013 -158.641 33187 333.550 34.013 261.142 5.883 -5.832 243.1
86625 -33.006 -158.625 33181 333.221 33.902 260.986 5.629 -5.832 242.8
86675 -33.002 -158.612 33186 332.988 33.821 260.875 5.448 -5.832 242.5
86743 -32.996 -158.595 33185 332.673 33.712 260.724 5.203 -5.832 242.2
86788 -32.992 -158.585 33193 332.466 33.639 260.625 5.042 -5.833 242.2
87109 -32.964 -158.503 33184 330.994 33.099 259.912 3.887 -5.832 240.4
87181 -32.958 -158.486 33194 330.669 32.974 259.752 3.629 -5.833 240.1
87224 -32.954 -158.474 33192 330.473 32.899 259.656 3.474 -5.833 239.8
87289 -32.949 -158.458 33185 330.181 32.784 259.511 3.241 -5.832 239.6
87354 -32.943 -158.441 33195 329.888 32.668 259.366 3.007 -5.833 239.3
87419 -32.938 -158.425 33215 329.597 32.551 259.222 2.774 -5.835 239
87484 -32.931 -158.408 33206 329.306 32.434 259.076 2.540 -5.834 238.6
87528 -32.927 -158.397 33188 329.110 32.354 258.978 2.383 -5.832 238.3
87593 -32.92 -158.38 33192 328.821 32.235 258.833 2.149 -5.833 238.2
87660 -32.914 -158.363 33218 328.525 32.111 258.683 1.909 -5.835 237.8
87725 -32.907 -158.347 33228 328.238 31.990 258.538 1.676 -5.836 237.4
87788 -32.9 -158.331 33216 327.961 31.872 258.397 1.450 -5.835 237.2
87853 -32.892 -158.314 33179 327.675 31.750 258.251 1.217 -5.832 237.1
87897 -32.888 -158.303 33173 327.483 31.666 258.152 1.059 -5.831 236.6
87961 -32.881 -158.288 33180 327.206 31.544 258.009 0.831 -5.832 236.4
88024 -32.875 -158.271 33177 326.931 31.421 257.867 0.605 -5.831 236.1
88091 -32.868 -158.255 33177 326.642 31.291 257.717 0.366 -5.831 236
88157 -32.862 -158.239 33180 326.359 31.161 257.569 0.131 -5.832 235.7
88201 -32.858 -158.229 33174 326.171 31.074 257.470 0.025 -5.831 235.4
88269 -32.852 -158.213 33159 325.882 30.939 257.318 0.267 -5.830 235.1
88335 -32.846 -158.197 33167 325.601 30.806 257.169 0.502 -5.830 234.9
88401 -32.84 -158.181 33175 325.322 30.672 257.021 0.737 -5.831 234.7
88466 -32.834 -158.165 33153 325.047 30.539 256.874 0.968 -5.829 234.4
88509 -32.83 -158.155 33153 324.867 30.451 256.777 -1.120 -5.829 234.2
88574 -32.824 -158.139 33160 324.594 30.317 256.630 -1.351 -5.830 233.9
88641 -32.818 -158.123 33163 324.314 30.177 256.479 -1.589 -5.830 233.6
88708 -32.811 -158.106 33151 324.034 30.037 256.326 -1.828 -5.829 233.5
88771 -32.806 -158.091 33149 323.774 29.903 256.184 -2.051 -5.829 232.9
88817 -32.802 -158.08 33158 323.584 29.806 256.079 -2.213 -5.830 232.9
88882 -32.796 -158.064 33148 323.316 29.667 255.931 -2.444 -5.829 232.6
88948 -32.79 -158.048 33133 323.045 29.525 255.781 -2.678 -5.828 232.4
89013 -32.785 -158.031 33139 322.779 29.383 255.632 -2.908 -5.828 231.8
89078 -32.78 -158.014 33136 322.513 29.240 255.483 -3.139 -5.828 231.6
89123 -32.776 -158.003 33123 322.331 29.141 255.380 -3.298 -5.827 231.6
89188 -32.771 -157.986 33133 322.067 28.996 255.231 -3.529 -5.827 231.3
89254 -32.767 -157.97 33156 321.802 28.848 255.080 -3.761 -5.830 230.7
89319 -32.762 -157.953 33150 321.540 28.702 254.930 -3.991 -5.829 230.5
89384 -32.758 -157.937 33133 321.281 28.555 254.780 -4.220 -5.828 230.3
89428 -32.755 -157.926 33131 321.105 28.454 254.678 -4.375 -5.827 230.3
89494 -32.751 -157.909 33148 320.843 28.303 254.526 -4.608 -5.829 229.8
89559 -32.748 -157.892 33157 320.586 28.152 254.375 -4.837 -5.830 229.6
89623 -32.744 -157.877 33162 320.335 28.004 254.227 -5.061 -5.830 229.3
89688 -32.74 -157.861 33155 320.080 27.852 254.076 -5.290 -5.829 229.2
89731 -32.737 -157.85 33151 319.912 27.752 253.976 -5.441 -5.829 228.8
89796 -32.733 -157.834 33142 319.659 27.599 253.824 -5.669 -5.828 228.7
89860 -32.728 -157.818 33136 319.410 27.448 253.675 -5.894 -5.828 228.5
89925 -32.723 -157.801 33142 319.158 27.294 253.523 -6.122 -5.828 228.2
89991 -32.719 -157.784 33135 318.903 27.136 253.368 -6.354 -5.828 228
90058 -32.715 -157.767 33127 318.646 26.974 253.210 -6.588 -5.827 228.9
90102 -32.712 -157.755 33134 318.477 26.868 253.106 -6.743 -5.828 228.6
90168 -32.708 -157.737 33142 318.225 26.707 252.950 -6.975 -5.828 226.4
90232 -32.704 -157.72 33132 317.981 26.550 252.798 -7.199 -5.827 226.9
90297 -32.699 -157.702 33127 317.734 26.391 252.644 -7.428 -5.827 227.1
90363 -32.695 -157.684 33131 317.484 26.227 252.486 -7.659 -5.827 226.1
90405 -32.692 -157.673 33130 317.326 26.123 252.386 -7.806 -5.827 225.6
90471 -32.688 -157.655 33131 317.078 25.959 252.228 -8.037 -5.827 226.3
90536 -32.685 -157.637 33148 316.835 25.795 252.072 -8.264 -5.829 225.6
90600 -32.681 -157.62 33149 316.597 25.634 251.919 -8.488 -5.829 225.6
90665 -32.678 -157.602 33128 316.356 25.468 251.762 -8.715 -5.827 225.1
90731 -32.674 -157.585 33127 316.113 25.301 251.603 -8.944 -5.827 224.1
90773 -32.672 -157.573 33132 315.958 25.193 251.502 -9.091 -5.827 224.1
90840 -32.669 -157.555 33131 315.713 25.021 251.339 -9.324 -5.827 224
90908 -32.665 -157.537 33117 315.465 24.846 251.174 -9.560 -5.826 224.2
90974 -32.662 -157.519 33114 315.225 24.675 251.014 -9.789 -5.826 223.7
91016 -32.66 -157.507 33133 315.072 24.565 250.911 -9.935 -5.828 223.7
91081 -32.657 -157.49 33157 314.838 24.395 250.752 -10.160 -5.830 223.2
91146 -32.654 -157.473 33143 314.605 24.225 250.593 -10.385 -5.828 223.1
91211 -32.651 -157.456 33140 314.373 24.054 250.434 -10.609 -5.828 222.4
91276 -32.647 -157.439 33170 314.141 23.883 250.274 -10.834 -5.831 222.8
91340 -32.644 -157.422 33149 313.914 23.714 250.116 -11.054 -5.829 223.9
91405 -32.642 -157.411 33122 313.690 23.543 249.959 -11.273 -5.827 222.6
91448 -32.639 -157.394 33114 313.533 23.426 249.850 -11.426 -5.826 222.4
91514 -32.636 -157.376 33114 313.301 23.249 249.685 -11.653 -5.826 221.4
91579 -32.633 -157.358 33114 313.074 23.073 249.523 -11.877 -5.826 222.2
91643 -32.63 -157.34 33108 312.850 22.900 249.363 -12.098 -5.825 222.1
91709 -32.627 -157.323 33099 312.622 22.721 249.198 -12.323 -5.825 221.9
91753 -32.626 -157.311 33101 312.470 22.600 249.087 -12.474 -5.825 221.7
91820 -32.624 -157.292 33119 312.238 22.416 248.918 -12.704 -5.826 221.5
91885 -32.622 -157.274 33119 312.015 22.237 248.753 -12.926 -5.826 221.2
91952 -32.62 -157.255 33107 311.786 22.051 248.583 -13.156 -5.825 220.9
91999 -32.618 -157.243 33110 311.626 21.921 248.464 -13.316 -5.825 220.9
92065 -32.616 -157.225 33123 311.402 21.738 248.295 -13.541 -5.827 220.7
92129 -32.614 -157.207 33125 311.185 21.559 248.131 -13.759 -5.827 220.5
92194 -32.611 -157.19 33087 310.967 21.378 247.965 -13.980 -5.823 219.9
92260 -32.609 -157.171 33090 310.745 21.192 247.795 -14.205 -5.824 219.8
92304 -32.608 -157.159 33121 310.598 21.068 247.681 -14.354 -5.826 219.8
92371 -32.605 -157.14 33104 310.374 20.878 247.508 -14.582 -5.825 219.3
92435 -32.603 -157.122 33082 310.161 20.696 247.342 -14.800 -5.823 219.1
92498 -32.6 -157.104 33092 309.952 20.517 247.178 -15.014 -5.824 219
92564 -32.598 -157.086 33117 309.735 20.329 247.005 -15.237 -5.826 218.7
92630 -32.595 -157.068 33106 309.518 20.141 246.833 -15.460 -5.825 218.5
92675 -32.593 -157.056 33088 309.371 20.012 246.715 -15.612 -5.824 218.2
92743 -32.591 -157.037 33088 309.150 19.816 246.536 -15.841 -5.824 218
92784 -32.589 -157.026 33110 309.017 19.698 246.428 -15.979 -5.825 218
92870 -32.586 -157.003 33106 308.739 19.450 246.201 -16.268 -5.825 217.6
92934 -32.583 -156.986 33099 308.533 19.265 246.031 -16.482 -5.825 217.4
92978 -32.581 -156.974 33099 308.392 19.137 245.914 -16.630 -5.825 217.3
93044 -32.578 -156.957 33113 308.181 18.946 245.739 -16.851 -5.826 217.1
93111 -32.576 -156.939 33114 307.968 18.750 245.560 -17.075 -5.826 216.8
93176 -32.573 -156.921 33124 307.761 18.559 245.385 -17.292 -5.827 216.8
93238 -32.571 -156.904 33130 307.565 18.377 245.218 -17.499 -5.827 216.6
93303 -32.569 -156.886 33119 307.361 18.184 245.042 -17.716 -5.826 216.1
93347 -32.568 -156.874 33105 307.223 18.054 244.922 -17.862 -5.825 216.1
93413 -32.566 -156.856 33113 307.016 17.858 244.742 -18.081 -5.826 215.9
93478 -32.563 -156.838 33120 306.813 17.665 244.565 -18.297 -5.826 215.7
93540 -32.561 -156.821 33120 306.621 17.480 244.395 -18.503 -5.826 215.7
93606 -32.558 -156.802 33124 306.416 17.283 244.213 -18.722 -5.827 215.4
93651 -32.556 -156.79 33132 306.277 17.148 244.089 -18.871 -5.827 215.4
93717 -32.554 -156.772 33143 306.074 16.950 243.907 -19.089 -5.828 215
93783 -32.552 -156.754 33145 305.873 16.751 243.724 -19.306 -5.829 214.9
93849 -32.549 -156.736 33136 305.671 16.553 243.540 -19.524 -5.828 214.7
93915 -32.547 -156.717 33136 305.470 16.352 243.355 -19.741 -5.828 214.7
94016 -32.543 -156.688 33135 305.164 16.045 243.070 -20.074 -5.828 214.3
94081 -32.539 -156.671 33139 304.968 15.848 242.888 -20.287 -5.828 213.9
94149 -32.536 -156.652 33139 304.764 15.641 242.695 -20.510 -5.828 213.9
94220 -32.532 -156.634 33138 304.553 15.425 242.495 -20.741 -5.828 213.7
94264 -32.529 -156.621 33138 304.421 15.290 242.369 -20.886 -5.828 213.5
94331 -32.525 -156.603 33143 304.222 15.086 242.178 -21.104 -5.828 213.3
94397 -32.521 -156.585 33142 304.026 14.883 241.989 -21.319 -5.828 213.1
94462 -32.517 -156.568 33131 303.835 14.684 241.803 -21.530 -5.827 213.1
94526 -32.513 -156.551 33106 303.647 14.487 241.619 -21.738 -5.825 212.9
94570 -32.51 -156.539 33081 303.518 14.352 241.491 -21.881 -5.823 212.6
94635 -32.506 -156.521 33072 303.328 14.150 241.303 -22.092 -5.822 212.4
94701 -32.502 -156.503 33078 303.136 13.946 241.110 -22.305 -5.823 212.2
94768 -32.497 -156.484 33079 302.941 13.737 240.914 -22.523 -5.823 212.2
94813 -32.495 -156.472 33073 302.812 13.597 240.782 -22.667 -5.822 212
94880 -32.491 -156.453 33077 302.618 13.388 240.584 -22.883 -5.823 211.8
94945 -32.487 -156.435 33087 302.432 13.184 240.392 -23.092 -5.823 211.5
95010 -32.484 -156.418 33089 302.246 12.981 240.199 -23.300 -5.824 211.1
95075 -32.48 -156.4 33084 302.061 12.776 240.005 -23.508 -5.823 211
95119 -32.478 -156.388 33078 301.936 12.637 239.873 -23.649 -5.823 211
95187 -32.474 -156.37 33070 301.744 12.424 239.669 -23.865 -5.822 210.9
95254 -32.47 -156.351 33066 301.554 12.211 239.467 -24.079 -5.822 210.5
95321 -32.466 -156.333 33067 301.366 11.999 239.264 -24.292 -5.822 210.4
95342 -32.464 -156.327 33070 301.307 11.933 239.201 -24.359 -5.822 210.4
95427 -32.459 -156.304 33077 301.069 11.663 238.942 -24.629 -5.823 210.1
95491 -32.455 -156.287 33089 300.891 11.460 238.747 -24.831 -5.824 209.8
95558 -32.45 -156.269 33093 300.705 11.247 238.542 -25.043 -5.824 209.5
95624 -32.446 -156.251 33087 300.523 11.036 238.338 -25.251 -5.823 209.5
95670 -32.443 -156.239 33086 300.396 10.889 238.196 -25.395 -5.823 209.2
95737 -32.438 -156.222 33089 300.213 10.676 237.989 -25.605 -5.824 209
95798 -32.434 -156.204 33083 300.045 10.479 237.798 -25.797 -5.823 209
95862 -32.43 -156.187 33054 299.870 10.274 237.598 -25.997 -5.821 208.9
95927 -32.426 -156.17 33028 299.694 10.065 237.394 -26.200 -5.818 208.7
95992 -32.422 -156.153 33028 299.518 9.855 237.190 -26.401 -5.818 208.5
96040 -32.42 -156.141 33045 299.389 9.700 237.038 -26.549 -5.820 208.4
96108 -32.416 -156.123 33055 299.206 9.480 236.822 -26.760 -5.821 208.2
96171 -32.414 -156.106 33051 299.037 9.275 236.620 -26.954 -5.820 208
96235 -32.411 -156.088 33034 298.865 9.066 236.414 -27.151 -5.819 208
96300 -32.408 -156.071 33019 298.692 8.855 236.205 -27.351 -5.817 207.7
96345 -32.406 -156.058 33019 298.572 8.707 236.058 -27.489 -5.818 207.6
96412 -32.404 -156.041 33042 298.395 8.488 235.841 -27.693 -5.820 207.4
96475 -32.401 -156.024 33066 298.229 8.281 235.635 -27.885 -5.822 207.2
96541 -32.399 -156.006 33066 298.055 8.064 235.418 -28.086 -5.822 207.1
96606 -32.397 -155.988 33058 297.884 7.850 235.203 -28.283 -5.821 206.9
96649 -32.395 -155.976 33063 297.771 7.708 235.061 -28.413 -5.821 206.8
96716 -32.393 -155.958 33078 297.596 7.486 234.838 -28.615 -5.823 206.6
96784 -32.391 -155.939 33087 297.419 7.261 234.610 -28.820 -5.823 206.4
96847 -32.389 -155.922 33085 297.255 7.052 234.399 -29.009 -5.823 206.4
96913 -32.387 -155.904 33072 297.085 6.832 234.176 -29.207 -5.822 206.2
96957 -32.385 -155.892 33048 296.971 6.686 234.027 -29.339 -5.820 206
97022 -32.383 -155.874 33031 296.804 6.470 233.806 -29.533 -5.819 205.8
97089 -32.38 -155.857 33048 296.632 6.247 233.579 -29.731 -5.820 205.7
97157 -32.377 -155.838 33075 296.458 6.020 233.345 -29.934 -5.822 205.5
97200 -32.376 -155.826 33104 296.348 5.876 233.197 -30.061 -5.825 205.5
97265 -32.373 -155.809 33080 296.183 5.659 232.973 -30.253 -5.823 205.3
97330 -32.371 -155.791 33040 296.018 5.441 232.747 -30.444 -5.819 205.2
97396 -32.369 -155.773 33044 295.851 5.219 232.516 -30.638 -5.820 205
97462 -32.366 -155.756 33081 295.685 4.998 232.286 -30.831 -5.823 204.8
97505 -32.365 -155.744 33073 295.577 4.853 232.134 -30.956 -5.822 204.7
97572 -32.362 -155.726 33016 295.409 4.628 231.898 -31.152 -5.817 204.5
97640 -32.359 -155.708 32980 295.239 4.399 231.658 -31.349 -5.814 204.4
97707 -32.356 -155.691 32985 295.072 4.173 231.420 -31.543 -5.815 204.4
97750 -32.354 -155.679 32985 294.965 4.028 231.266 -31.667 -5.815 204.2
97816 -32.352 -155.661 33060 294.801 3.804 231.028 -31.857 -5.821 204.2
97882 -32.349 -155.643 33022 294.637 3.580 230.790 -32.047 -5.818 203.9
97946 -32.347 -155.626 32987 294.480 3.363 230.558 -32.230 -5.815 203.8
98011 -32.344 -155.608 32993 294.319 3.142 230.321 -32.416 -5.815 203.7
98055 -32.342 -155.595 33025 294.211 2.992 230.159 -32.542 -5.818 203.7
98121 -32.339 -155.577 33035 294.049 2.767 229.917 -32.729 -5.819 203.3
98185 -32.336 -155.559 33035 293.892 2.548 229.680 -32.911 -5.819 203.3
98249 -32.333 -155.541 32988 293.736 2.329 229.443 -33.092 -5.815 203.3
98314 -32.33 -155.523 32988 293.577 2.107 229.200 -33.275 -5.815 203
98380 -32.327 -155.505 33009 293.417 1.881 228.953 -33.460 -5.817 202.8
98423 -32.325 -155.493 32990 293.313 1.733 228.791 -33.581 -5.815 202.8
98488 -32.322 -155.475 32926 293.156 1.510 228.546 -33.762 -5.809 202.6
98553 -32.319 -155.458 32857 293.000 1.287 228.300 -33.942 -5.803 202.3
98616 -32.316 -155.441 32835 292.849 1.071 228.060 -34.117 -5.801 202.2
98681 -32.314 -155.424 32864 292.693 0.847 227.812 -34.295 -5.804 202
98745 -32.312 -155.408 32908 292.541 0.627 227.566 -34.469 -5.808 201.8
98808 -32.311 -155.392 32932 292.392 0.410 227.323 -34.640 -5.810 201.8
98872 -32.309 -155.376 32949 292.240 0.190 227.075 -34.813 -5.811 201.6
98917 -32.308 -155.364 32960 292.134 0.034 226.899 -34.934 -5.812 201.5
98982 -32.305 -155.347 32948 291.980 0.191 226.645 -35.110 -5.811 201.5
99048 -32.302 -155.33 32900 291.825 0.419 226.387 -35.288 -5.807 201.1
99071 -32.3 -155.324 32872 291.771 0.498 226.297 -35.350 -5.805 201.1
99962 -32.256 -155.101 32804 289.714 -3.595 222.675 -37.668 -5.799 199.2
100028 -32.254 -155.084 32732 289.564 -3.827 222.395 -37.834 -5.792 199
100082 -32.252 -155.073 32701 289.443 -4.015 222.169 -37.967 -5.790 198.9
100149 -32.249 -155.057 32668 289.291 -4.249 221.884 -38.133 -5.787 198.8
100215 -32.246 -155.041 32627 289.143 -4.481 221.603 -38.297 -5.783 198.6
100261 -32.244 -155.03 32593 289.039 -4.642 221.406 -38.410 -5.780 198.5
100330 -32.241 -155.014 32554 288.885 -4.884 221.109 -38.578 -5.777 198.3
100396 -32.237 -154.998 32515 288.737 -5.116 220.824 -38.740 -5.773 198.2
100459 -32.232 -154.983 32469 288.596 -5.337 220.551 -38.894 -5.769 194
100513 -32.229 -154.972 32431 288.477 -5.525 220.318 -39.023 -5.766 194
100568 -32.226 -154.961 32380 288.356 -5.717 220.079 -39.155 -5.761 198.7
100621 -32.224 -154.951 32326 288.239 -5.902 219.849 -39.279 -5.756 200.6
100682 -32.22 -154.935 32296 288.103 -6.118 219.578 -39.426 -5.754 200.1
100766 -32.214 -154.915 32176 287.917 -6.414 219.206 -39.626 -5.743 202
