name,time,metric1,metric2,value1,value2
TriggerRate,1712996559000000000,num,null,115,null
TriggerRate,1712996619000000000,num,null,107,null
TriggerRate,1712996679000000000,num,null,107,null
TriggerRate,1712996739000000000,num,null,114,null
TriggerRate,1712996799000000000,num,null,114,null
TriggerRate,1712996859000000000,num,null,111,null
TriggerRate,1712996919000000000,num,null,111,null
TriggerRate,1712996979000000000,num,null,111,null
TriggerRate,1712997039000000000,num,null,111,null
TriggerRate,1712997099000000000,num,null,116,null
TriggerRate,1712997159000000000,num,null,116,null
TriggerRate,1712997219000000000,num,null,111,null
TriggerRate,1712997279000000000,num,null,111,null
TriggerRate,1712997339000000000,num,null,110,null
TriggerRate,1712997399000000000,num,null,110,null
TriggerRate,1712997459000000000,num,null,113,null
TriggerRate,1712997519000000000,num,null,113,null
TriggerRate,1712997579000000000,num,null,113,null
TriggerRate,1712997639000000000,num,null,113,null
TriggerRate,1712997699000000000,num,null,111,null
TriggerRate,1712997759000000000,num,null,111,null
TriggerRate,1712997819000000000,num,null,112,null
TriggerRate,1712997879000000000,num,null,112,null
TriggerRate,1712997939000000000,num,null,111,null
TriggerRate,1712997999000000000,num,null,111,null
TriggerRate,1712998059000000000,num,null,111,null
TriggerRate,1712998119000000000,num,null,111,null
TriggerRate,1712998179000000000,num,null,112,null
TriggerRate,1712998239000000000,num,null,112,null
TriggerRate,1712998299000000000,num,null,113,null
TriggerRate,1712998359000000000,num,null,113,null
TriggerRate,1712998419000000000,num,null,117,null
TriggerRate,1712998479000000000,num,null,117,null
TriggerRate,1712998539000000000,num,null,111,null
TriggerRate,1712998599000000000,num,null,111,null
TriggerRate,1712998659000000000,num,null,110,null
TriggerRate,1712998719000000000,num,null,110,null
TriggerRate,1712998779000000000,num,null,114,null
TriggerRate,1712998839000000000,num,null,114,null
TriggerRate,1712998899000000000,num,null,112,null
TriggerRate,1712998959000000000,num,null,112,null
TriggerRate,1712999019000000000,num,null,113,null
TriggerRate,1712999079000000000,num,null,113,null
TriggerRate,1712999139000000000,num,null,114,null
TriggerRate,1712999199000000000,num,null,114,null
TriggerRate,1712999259000000000,num,null,111,null
TriggerRate,1712999319000000000,num,null,111,null
TriggerRate,1712999379000000000,num,null,113,null
TriggerRate,1712999439000000000,num,null,113,null
TriggerRate,1712999499000000000,num,null,113,null
TriggerRate,1712999559000000000,num,null,113,null
TriggerRate,1712999619000000000,num,null,111,null
TriggerRate,1712999679000000000,num,null,111,null
TriggerRate,1712999739000000000,num,null,111,null
TriggerRate,1712999799000000000,num,null,111,null
TriggerRate,1712999859000000000,num,null,111,null
TriggerRate,1712999919000000000,num,null,111,null
TriggerRate,1712999979000000000,num,null,118,null
TriggerRate,1713000039000000000,num,null,118,null
TriggerRate,1713000099000000000,num,null,109,null
TriggerRate,1713000159000000000,num,null,109,null
TriggerRate,1713000219000000000,num,null,114,null
TriggerRate,1713000279000000000,num,null,114,null
TriggerRate,1713000339000000000,num,null,114,null
TriggerRate,1713000399000000000,num,null,114,null
TriggerRate,1713000459000000000,num,null,111,null
TriggerRate,1713000519000000000,num,null,111,null
TriggerRate,1713000579000000000,num,null,114,null
TriggerRate,1713000639000000000,num,null,114,null
TriggerRate,1713000699000000000,num,null,113,null
TriggerRate,1713000759000000000,num,null,113,null
TriggerRate,1713000819000000000,num,null,113,null
TriggerRate,1713000879000000000,num,null,113,null
TriggerRate,1713000939000000000,num,null,114,null
TriggerRate,1713000999000000000,num,null,114,null
TriggerRate,1713001059000000000,num,null,115,null
TriggerRate,1713001119000000000,num,null,115,null
TriggerRate,1713001179000000000,num,null,109,null
TriggerRate,1713001239000000000,num,null,109,null
TriggerRate,1713001299000000000,num,null,113,null
TriggerRate,1713001359000000000,num,null,113,null
TriggerRate,1713001419000000000,num,null,113,null
TriggerRate,1713001479000000000,num,null,113,null
TriggerRate,1713001539000000000,num,null,117,null
TriggerRate,1713001599000000000,num,null,117,null
TriggerRate,1713001659000000000,num,null,110,null
TriggerRate,1713001719000000000,num,null,110,null
TriggerRate,1713001779000000000,num,null,110,null
TriggerRate,1713001839000000000,num,null,110,null
TriggerRate,1713001899000000000,num,null,114,null
